problem_id,similar_problem_id,similarity_score,rank,domain,subtopic,difficulty_label,similar_domain,similar_subtopic,similar_difficulty_label
MATHNET-0ar9,MATHNET-0gm2,1.0,10,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0ar9,MATHNET-0br0,1.0,9,Algebra,Algebraic Expressions,Easy,Algebra,Abstract Algebra,Easy
MATHNET-0ar9,MATHNET-0lad,1.0,8,Algebra,Algebraic Expressions,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0l80,MATHNET-0bq4,1.0,3,Algebra | Number Theory,Algebraic Expressions | Other,Easy,Algebra | Number Theory,Diophantine Equations | Intermediate Algebra,Easy
MATHNET-0l80,MATHNET-09hn,1.0,2,Algebra | Number Theory,Algebraic Expressions | Other,Easy,Algebra | Number Theory,Other | Prealgebra / Basic Algebra,Easy
MATHNET-0c6i,MATHNET-09jj,1.0,6,Number Theory,Diophantine Equations | Divisibility / Factorization,Easy,Number Theory,Diophantine Equations | Divisibility / Factorization,Easy
MATHNET-0c6i,MATHNET-0698,1.0,4,Number Theory,Diophantine Equations | Divisibility / Factorization,Easy,Number Theory,Diophantine Equations | Divisibility / Factorization | Modular Arithmetic,Easy
MATHNET-0gfv,MATHNET-0gfd,1.0,8,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0gfv,MATHNET-0bl4,1.0,7,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0gfv,MATHNET-0caz,1.0,6,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0gfv,MATHNET-0beo,1.0,5,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0gfv,MATHNET-0bpv,1.0,4,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0gfv,MATHNET-0l7k,1.0,3,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0gfv,MATHNET-0c4x,1.0,2,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Linear Algebra,Easy
MATHNET-0gfv,MATHNET-0bw4,1.0,1,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0bh8,MATHNET-04i0,1.0,2,Algebra | Geometry,Algebraic Expressions | Plane Geometry,Easy,Algebra | Geometry,Algebraic Expressions | Plane Geometry,Easy
MATHNET-0bh8,MATHNET-0aut,1.0,1,Algebra | Geometry,Algebraic Expressions | Plane Geometry,Easy,Algebra | Geometry,Intermediate Algebra | Plane Geometry,Easy
MATHNET-0bdr,MATHNET-0caz,1.0,6,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0bdr,MATHNET-0gfv,1.0,5,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions | Intermediate Algebra,Easy
MATHNET-0bdr,MATHNET-0c4x,1.0,4,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Linear Algebra,Easy
MATHNET-0bdr,MATHNET-0bpv,1.0,3,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0bdr,MATHNET-0beo,1.0,2,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0bdr,MATHNET-0bw4,1.0,1,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0gfv,MATHNET-0bdr,1.0,10,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions | Intermediate Algebra,Easy
MATHNET-0gfv,MATHNET-0gfg,1.0,9,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions | Equations and Inequalities,Easy
MATHNET-0bdr,MATHNET-0l7k,1.0,10,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0bdr,MATHNET-0gfg,1.0,9,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions | Equations and Inequalities,Easy
MATHNET-0bdr,MATHNET-0bl4,1.0,8,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-09jr,MATHNET-09k0,1.0,2,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-09jr,MATHNET-0dgx,1.0,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0cie,MATHNET-01t8,1.0,7,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0cie,MATHNET-0f03,1.0,6,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0cie,MATHNET-09jr,1.0,5,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0cie,MATHNET-0fg6,1.0,4,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0cie,MATHNET-0gg9,1.0,3,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0f27,MATHNET-09pt,1.0,1,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-09jr,MATHNET-0c9v,1.0,10,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-09jr,MATHNET-09ka,1.0,9,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-09jr,MATHNET-0cie,1.0,8,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-09jr,MATHNET-0dgr,1.0,7,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-09jr,MATHNET-0f03,1.0,6,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-09jr,MATHNET-01t8,1.0,5,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-09jr,MATHNET-0fg6,1.0,4,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-09jr,MATHNET-0gg9,1.0,3,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0bdr,MATHNET-0002,1.0,7,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-008t,MATHNET-0bqa,1.0,8,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-008t,MATHNET-00cj,1.0,7,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-008t,MATHNET-0atn,1.0,6,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-008t,MATHNET-04dz,1.0,5,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-008t,MATHNET-08ic,1.0,4,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-008t,MATHNET-0c9x,1.0,3,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-008t,MATHNET-004m,1.0,2,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-008t,MATHNET-0041,1.0,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-09pt,MATHNET-0f2k,1.0,2,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-09pt,MATHNET-0f27,1.0,1,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0cie,MATHNET-0c9v,1.0,10,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0cie,MATHNET-09ka,1.0,9,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0cie,MATHNET-0dgr,1.0,8,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0gg9,MATHNET-0c1x,1.0,6,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0gg9,MATHNET-04uw,1.0,5,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0f27,MATHNET-0f2k,1.0,2,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0cie,MATHNET-09k0,1.0,2,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0cie,MATHNET-0dgx,1.0,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0f03,MATHNET-0fg6,1.0,4,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0f03,MATHNET-0gg9,1.0,3,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0f03,MATHNET-09k0,1.0,2,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0f03,MATHNET-0dgx,1.0,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-008t,MATHNET-0c4k,1.0,10,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-008t,MATHNET-049x,1.0,9,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0490,MATHNET-0lad,1.0,10,Algebra,Equations and Inequalities | Intermediate Algebra,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0490,MATHNET-0br0,1.0,9,Algebra,Equations and Inequalities | Intermediate Algebra,Easy,Algebra,Abstract Algebra,Easy
MATHNET-0490,MATHNET-0anq,1.0,8,Algebra,Equations and Inequalities | Intermediate Algebra,Easy,Algebra,Equations and Inequalities | Intermediate Algebra,Easy
MATHNET-0490,MATHNET-09u9,1.0,7,Algebra,Equations and Inequalities | Intermediate Algebra,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0atn,MATHNET-0bqa,1.0,10,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0atn,MATHNET-04dz,1.0,9,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0atn,MATHNET-0c4k,1.0,8,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0atn,MATHNET-008t,1.0,7,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0atn,MATHNET-00cj,1.0,6,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0atn,MATHNET-049x,1.0,5,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0atn,MATHNET-0c9x,1.0,4,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0atn,MATHNET-08ic,1.0,3,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0atn,MATHNET-004m,1.0,2,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0atn,MATHNET-0041,1.0,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0490,MATHNET-0a32,1.0,3,Algebra,Equations and Inequalities | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0bl4,MATHNET-0beo,1.0,2,Algebra,Equations and Inequalities,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0bl4,MATHNET-0bw4,1.0,1,Algebra,Equations and Inequalities,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-09hn,MATHNET-0bq4,1.0,3,Algebra | Number Theory,Other | Prealgebra / Basic Algebra,Easy,Algebra | Number Theory,Diophantine Equations | Intermediate Algebra,Easy
MATHNET-09hn,MATHNET-0f7p,1.0,2,Algebra | Number Theory,Other | Prealgebra / Basic Algebra,Easy,Algebra | Number Theory,Other | Prealgebra / Basic Algebra,Easy
MATHNET-0bl4,MATHNET-0l7k,1.0,10,Algebra,Equations and Inequalities,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0bl4,MATHNET-0gfg,1.0,9,Algebra,Equations and Inequalities,Easy,Algebra,Algebraic Expressions | Equations and Inequalities,Easy
MATHNET-0bl4,MATHNET-0bdr,1.0,8,Algebra,Equations and Inequalities,Easy,Algebra,Algebraic Expressions | Intermediate Algebra,Easy
MATHNET-0bl4,MATHNET-0002,1.0,7,Algebra,Equations and Inequalities,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0bl4,MATHNET-0caz,1.0,6,Algebra,Equations and Inequalities,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0bl4,MATHNET-0gfv,1.0,5,Algebra,Equations and Inequalities,Easy,Algebra,Algebraic Expressions | Intermediate Algebra,Easy
MATHNET-0bl4,MATHNET-0c4x,1.0,4,Algebra,Equations and Inequalities,Easy,Algebra,Linear Algebra,Easy
MATHNET-0bl4,MATHNET-0bpv,1.0,3,Algebra,Equations and Inequalities,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0co7,MATHNET-01qi,0.9989083680897942,1,Algebra,Equations and Inequalities | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-01qi,MATHNET-0co7,0.9989083680897942,1,Algebra,Algebraic Expressions,Easy,Algebra,Equations and Inequalities | Intermediate Algebra,Easy
MATHNET-0f3n,MATHNET-0fti,0.9978191169011718,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0fti,MATHNET-0f3n,0.9978191169011718,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0iqf,MATHNET-039t,0.989189886877876,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-039t,MATHNET-0iqf,0.989189886877876,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0hgo,MATHNET-06fe,0.985461354824778,1,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Other,Easy,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,Easy
MATHNET-06fe,MATHNET-0hgo,0.985461354824778,1,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,Easy,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Other,Easy
MATHNET-05e9,MATHNET-06y2,0.9796770154191636,1,Algebra,Algebraic Expressions,Very Hard,Algebra,Algebraic Expressions,Very Hard
MATHNET-06y2,MATHNET-05e9,0.9796770154191636,1,Algebra,Algebraic Expressions,Very Hard,Algebra,Algebraic Expressions,Very Hard
MATHNET-0irf,MATHNET-0h46,0.9773968509340266,1,Algebra,Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0h46,MATHNET-0irf,0.9773968509340266,1,Algebra,Algebraic Expressions,Easy,Algebra,Intermediate Algebra,Easy
MATHNET-067b,MATHNET-0ads,0.9755722750834392,1,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0ads,MATHNET-067b,0.9755722750834392,1,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy
MATHNET-00p6,MATHNET-0hc1,0.9754610933906672,1,Number Theory,Algebraic Number Theory | Diophantine Equations,Medium,Number Theory,Modular Arithmetic,Medium
MATHNET-0hc1,MATHNET-00p6,0.9754610933906672,1,Number Theory,Modular Arithmetic,Medium,Number Theory,Algebraic Number Theory | Diophantine Equations,Medium
MATHNET-0irf,MATHNET-01qj,0.9749616353610971,2,Algebra,Intermediate Algebra,Easy,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy
MATHNET-01qj,MATHNET-0irf,0.9749616353610971,1,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy,Algebra,Intermediate Algebra,Easy
MATHNET-00cu,MATHNET-0ebi,0.974940411671365,1,Number Theory,Modular Arithmetic,Medium,Number Theory,Divisibility / Factorization | Modular Arithmetic,Medium
MATHNET-0ebi,MATHNET-00cu,0.974940411671365,1,Number Theory,Divisibility / Factorization | Modular Arithmetic,Medium,Number Theory,Modular Arithmetic,Medium
MATHNET-0ek6,MATHNET-0ekm,0.974015363804592,1,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0ekm,MATHNET-0ek6,0.974015363804592,1,Algebra,Algebraic Expressions,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0ehs,MATHNET-0ek6,0.9723715721708294,1,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0ek6,MATHNET-0ehs,0.9723715721708294,2,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0dvk,MATHNET-0fru,0.9717072811140988,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0fru,MATHNET-0dvk,0.9717072811140988,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-085e,MATHNET-0ej1,0.9705919125532848,1,Geometry,Plane Geometry,Easy,Geometry,Solid Geometry,Easy
MATHNET-0ej1,MATHNET-085e,0.9705919125532848,1,Geometry,Solid Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-09tk,MATHNET-0g3p,0.9687133886543956,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0g3p,MATHNET-09tk,0.9687133886543956,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-05yo,MATHNET-0dmc,0.9676492220882548,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0dmc,MATHNET-05yo,0.9676492220882548,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0455,MATHNET-0217,0.9674479047612652,1,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0217,MATHNET-0455,0.9674479047612652,1,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-056b,MATHNET-0ax4,0.9643145809562148,1,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0ax4,MATHNET-056b,0.9643145809562148,1,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-01qj,MATHNET-0h46,0.9614713444152576,2,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0h46,MATHNET-01qj,0.9614713444152576,2,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy
MATHNET-0axe,MATHNET-0gii,0.9601859609362304,1,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions | Intermediate Algebra,Easy
MATHNET-0gii,MATHNET-0axe,0.9601859609362304,1,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,Easy
MATHNET-0j09,MATHNET-0iwd,0.959388850138931,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0iwd,MATHNET-0j09,0.959388850138931,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0ab4,MATHNET-0jxx,0.958972326600916,1,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0jxx,MATHNET-0ab4,0.958972326600916,1,Algebra,Algebraic Expressions,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-05g5,MATHNET-07yc,0.9571156487332164,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-07yc,MATHNET-05g5,0.9571156487332164,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0ekm,MATHNET-0ehs,0.9552284663276316,2,Algebra,Algebraic Expressions,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0ehs,MATHNET-0ekm,0.9552284663276316,2,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0glc,MATHNET-0kfw,0.9543188094095928,1,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0kfw,MATHNET-0glc,0.9543188094095928,1,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0hz2,MATHNET-0ko4,0.954121729849256,1,Algebra,Algebraic Expressions,Easy,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,Easy
MATHNET-0ko4,MATHNET-0hz2,0.954121729849256,1,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0az2,MATHNET-0gda,0.9524901673512608,1,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0gda,MATHNET-0az2,0.9524901673512608,1,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0bmx,MATHNET-04a8,0.9506176016942686,1,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,Medium,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,Medium
MATHNET-04a8,MATHNET-0bmx,0.9506176016942686,1,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,Medium,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,Medium
MATHNET-09q7,MATHNET-09vi,0.9492730141441378,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-09vi,MATHNET-09q7,0.9492730141441378,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0b1j,MATHNET-0j2y,0.9467635012441322,1,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0j2y,MATHNET-0b1j,0.9467635012441322,1,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-02uo,MATHNET-0ef5,0.946604774865226,1,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0ef5,MATHNET-02uo,0.946604774865226,1,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0ads,MATHNET-0bml,0.9462279330211956,2,Algebra,Algebraic Expressions,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0bml,MATHNET-0ads,0.9462279330211956,1,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0kfj,MATHNET-0l8o,0.943696931498346,1,Algebra,Algebraic Expressions,Medium,Algebra,Equations and Inequalities,Medium
MATHNET-0l8o,MATHNET-0kfj,0.943696931498346,2,Algebra,Equations and Inequalities,Medium,Algebra,Algebraic Expressions,Medium
MATHNET-0925,MATHNET-0dil,0.9436841863724804,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0dil,MATHNET-0925,0.9436841863724804,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0ig6,MATHNET-0h3e,0.9432126626026686,1,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics | Logic,Easy
MATHNET-0h3e,MATHNET-0ig6,0.9432126626026686,1,Discrete Mathematics,Combinatorics | Logic,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0784,MATHNET-06ke,0.9431500988039606,1,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-06ke,MATHNET-0784,0.9431500988039606,1,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-09tk,MATHNET-064l,0.9427679969652868,2,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Hard
MATHNET-064l,MATHNET-09tk,0.9427679969652868,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Medium
MATHNET-0bn3,MATHNET-0dts,0.9423310430767898,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0dts,MATHNET-0bn3,0.9423310430767898,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0ia7,MATHNET-0j2y,0.9414027591150405,1,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0j2y,MATHNET-0ia7,0.9414027591150405,2,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0apq,MATHNET-028y,0.9412044735310576,1,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Easy,Algebra | Number Theory,Equations and Inequalities | Other | Prealgebra / Basic Algebra,Easy
MATHNET-028y,MATHNET-0apq,0.9412044735310576,1,Algebra | Number Theory,Equations and Inequalities | Other | Prealgebra / Basic Algebra,Easy,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Easy
MATHNET-05jg,MATHNET-00lt,0.9408488857012496,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-00lt,MATHNET-05jg,0.9408488857012496,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-084f,MATHNET-0iqa,0.940107646854409,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0iqa,MATHNET-084f,0.940107646854409,1,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-05yo,MATHNET-05jg,0.9400079183572384,2,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-05jg,MATHNET-05yo,0.9400079183572384,2,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0h10,MATHNET-00s2,0.93538830033743,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-00s2,MATHNET-0h10,0.93538830033743,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0bzc,MATHNET-06ke,0.9351496998147166,1,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-06ke,MATHNET-0bzc,0.9351496998147166,2,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-06xr,MATHNET-0clu,0.9345037710882258,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0clu,MATHNET-06xr,0.9345037710882258,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0kfw,MATHNET-05dk,0.9341344791367824,2,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-05dk,MATHNET-0kfw,0.9341344791367824,1,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-064l,MATHNET-0g3p,0.933992188109752,2,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Medium
MATHNET-0g3p,MATHNET-064l,0.933992188109752,3,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Hard
MATHNET-0bzc,MATHNET-0784,0.933012516397133,2,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0784,MATHNET-0bzc,0.933012516397133,2,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0925,MATHNET-0dyh,0.9328001247388996,2,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
